modelo,consulta,categoria,id_correcto,posicion,resultado_id,score,clasificacion_humana,observacion
openclip,c06_exacto,exacta,AIM-P001-002,5,AIM-P002-084,0.4396,,
openclip,c07_exacto,exacta,AIM-P001-003,1,AIM-P001-003,0.402,Correcto,
openclip,c07_exacto,exacta,AIM-P001-003,2,AIM-P012-692,0.3659,,
openclip,c07_exacto,exacta,AIM-P001-003,3,AIM-P015-882,0.3458,,
openclip,c07_exacto,exacta,AIM-P001-003,4,AIM-P015-896,0.3456,,
openclip,c07_exacto,exacta,AIM-P001-003,5,AIM-P015-889,0.3411,,
openclip,c08_exacto,exacta,AIM-P001-004,1,AIM-P001-004,0.7776,Correcto,
openclip,c08_exacto,exacta,AIM-P001-004,2,AIM-P014-822,0.4936,,
openclip,c08_exacto,exacta,AIM-P001-004,3,AIM-P013-774,0.4496,,
openclip,c08_exacto,exacta,AIM-P001-004,4,AIM-P012-676,0.4489,,
openclip,c08_exacto,exacta,AIM-P001-004,5,AIM-P015-852,0.4455,,
openclip,c09_exacto,exacta,AIM-P001-005,1,AIM-P001-005,0.6189,Correcto,
openclip,c09_exacto,exacta,AIM-P001-005,2,AIM-P012-703,0.4709,,
openclip,c09_exacto,exacta,AIM-P001-005,3,AIM-P004-199,0.4451,,
openclip,c09_exacto,exacta,AIM-P001-005,4,AIM-P007-364,0.4223,,
openclip,c09_exacto,exacta,AIM-P001-005,5,AIM-P007-401,0.4205,,
openclip,c10_exacto,exacta,AIM-P001-006,1,AIM-P010-549,0.643,,
openclip,c10_exacto,exacta,AIM-P001-006,2,AIM-P017-994,0.5863,,
openclip,c10_exacto,exacta,AIM-P001-006,3,AIM-P017-963,0.5853,,
openclip,c10_exacto,exacta,AIM-P001-006,4,AIM-P017-964,0.5775,,
openclip,c10_exacto,exacta,AIM-P001-006,5,AIM-P008-465,0.5765,,
openclip,c11_exacto,exacta,AIM-P001-007,1,AIM-P001-007,0.6831,Correcto,
openclip,c11_exacto,exacta,AIM-P001-007,2,AIM-P004-233,0.5259,,
openclip,c11_exacto,exacta,AIM-P001-007,3,AIM-P008-423,0.5233,,
openclip,c11_exacto,exacta,AIM-P001-007,4,AIM-P007-383,0.5049,,
openclip,c11_exacto,exacta,AIM-P001-007,5,AIM-P001-028,0.4937,,
openclip,c13_exacto,exacta,AIM-P001-009,1,AIM-P001-009,0.5454,Correcto,
openclip,c13_exacto,exacta,AIM-P001-009,2,AIM-P007-377,0.4783,,
openclip,c13_exacto,exacta,AIM-P001-009,3,AIM-P016-951,0.4619,,
openclip,c13_exacto,exacta,AIM-P001-009,4,AIM-P013-742,0.4395,,
openclip,c13_exacto,exacta,AIM-P001-009,5,AIM-P004-222,0.4212,,
openclip,c15_exacto,exacta,AIM-P001-011,1,AIM-P001-011,0.6112,Correcto,
openclip,c15_exacto,exacta,AIM-P001-011,2,AIM-P004-183,0.5585,,
openclip,c15_exacto,exacta,AIM-P001-011,3,AIM-P005-293,0.4979,,
openclip,c15_exacto,exacta,AIM-P001-011,4,AIM-P016-959,0.4974,,
openclip,c15_exacto,exacta,AIM-P001-011,5,AIM-P006-327,0.491,,
openclip,c01_recoloreado,recoloreada,AIM-P001-013,1,AIM-P001-013,0.7973,Correcto,
openclip,c01_recoloreado,recoloreada,AIM-P001-013,2,AIM-P003-180,0.7019,,
openclip,c01_recoloreado,recoloreada,AIM-P001-013,3,AIM-P004-209,0.6787,,
openclip,c01_recoloreado,recoloreada,AIM-P001-013,4,AIM-P008-478,0.6557,,
openclip,c01_recoloreado,recoloreada,AIM-P001-013,5,AIM-P013-738,0.6549,,
openclip,c03_recoloreado,recoloreada,AIM-P001-015,1,AIM-P001-022,0.8388,,
openclip,c03_recoloreado,recoloreada,AIM-P001-015,2,AIM-P001-015,0.8005,Correcto,
openclip,c03_recoloreado,recoloreada,AIM-P001-015,3,AIM-P013-761,0.7828,,
openclip,c03_recoloreado,recoloreada,AIM-P001-015,4,AIM-P014-806,0.7813,,
openclip,c03_recoloreado,recoloreada,AIM-P001-015,5,AIM-P007-399,0.7753,,
openclip,c06_recoloreado,recoloreada,AIM-P001-002,1,AIM-P001-002,0.8926,Correcto,
openclip,c06_recoloreado,recoloreada,AIM-P001-002,2,AIM-P004-233,0.6864,,
openclip,c06_recoloreado,recoloreada,AIM-P001-002,3,AIM-P013-760,0.6754,,
openclip,c06_recoloreado,recoloreada,AIM-P001-002,4,AIM-P001-028,0.66,,
openclip,c06_recoloreado,recoloreada,AIM-P001-002,5,AIM-P010-566,0.6497,,
openclip,c08_recoloreado,recoloreada,AIM-P001-004,1,AIM-P001-004,0.8541,Correcto,
openclip,c08_recoloreado,recoloreada,AIM-P001-004,2,AIM-P014-822,0.5637,,
openclip,c08_recoloreado,recoloreada,AIM-P001-004,3,AIM-P015-852,0.4956,,
openclip,c08_recoloreado,recoloreada,AIM-P001-004,4,AIM-P013-774,0.4866,,
openclip,c08_recoloreado,recoloreada,AIM-P001-004,5,AIM-P010-561,0.4768,,
openclip,c10_recoloreado,recoloreada,AIM-P001-006,1,AIM-P001-006,0.6161,Correcto,
openclip,c10_recoloreado,recoloreada,AIM-P001-006,2,AIM-P005-264,0.616,,
openclip,c10_recoloreado,recoloreada,AIM-P001-006,3,AIM-P006-318,0.5994,,
openclip,c10_recoloreado,recoloreada,AIM-P001-006,4,AIM-P005-272,0.599,,
openclip,c10_recoloreado,recoloreada,AIM-P001-006,5,AIM-P011-635,0.5885,,
openclip,c11_recoloreado,recoloreada,AIM-P001-007,1,AIM-P001-007,0.705,Correcto,
openclip,c11_recoloreado,recoloreada,AIM-P001-007,2,AIM-P005-270,0.6557,,
openclip,c11_recoloreado,recoloreada,AIM-P001-007,3,AIM-P015-887,0.5805,,
openclip,c11_recoloreado,recoloreada,AIM-P001-007,4,AIM-P015-856,0.5589,,
openclip,c11_recoloreado,recoloreada,AIM-P001-007,5,AIM-P002-116,0.5459,,
openclip,c12_recoloreado,recoloreada,AIM-P001-008,1,AIM-P009-489,0.5555,,
openclip,c12_recoloreado,recoloreada,AIM-P001-008,2,AIM-P008-442,0.5233,,
openclip,c12_recoloreado,recoloreada,AIM-P001-008,3,AIM-P014-822,0.5182,,
openclip,c12_recoloreado,recoloreada,AIM-P001-008,4,AIM-P004-181,0.5082,,
openclip,c12_recoloreado,recoloreada,AIM-P001-008,5,AIM-P001-008,0.4814,Correcto,
openclip,c13_recoloreado,recoloreada,AIM-P001-009,1,AIM-P001-009,0.877,Correcto,
openclip,c13_recoloreado,recoloreada,AIM-P001-009,2,AIM-P005-247,0.6209,,
openclip,c13_recoloreado,recoloreada,AIM-P001-009,3,AIM-P013-742,0.6165,,
openclip,c13_recoloreado,recoloreada,AIM-P001-009,4,AIM-P007-377,0.5684,,
openclip,c13_recoloreado,recoloreada,AIM-P001-009,5,AIM-P014-794,0.5312,,
openclip,c14_recoloreado,recoloreada,AIM-P001-010,1,AIM-P001-010,0.7458,Correcto,
openclip,c14_recoloreado,recoloreada,AIM-P001-010,2,AIM-P008-466,0.7159,,
openclip,c14_recoloreado,recoloreada,AIM-P001-010,3,AIM-P007-385,0.6946,,
openclip,c14_recoloreado,recoloreada,AIM-P001-010,4,AIM-P008-479,0.6855,,
openclip,c14_recoloreado,recoloreada,AIM-P001-010,5,AIM-P008-437,0.6829,,
openclip,c16_recoloreado,recoloreada,AIM-P001-012,1,AIM-P001-012,0.7145,Correcto,
openclip,c16_recoloreado,recoloreada,AIM-P001-012,2,AIM-P015-857,0.6747,,
openclip,c16_recoloreado,recoloreada,AIM-P001-012,3,AIM-P005-281,0.6565,,
openclip,c16_recoloreado,recoloreada,AIM-P001-012,4,AIM-P013-741,0.649,,
openclip,c16_recoloreado,recoloreada,AIM-P001-012,5,AIM-P010-597,0.6371,,
openclip,c01_recorte,recortada,AIM-P001-013,1,AIM-P001-013,0.8124,Correcto,
openclip,c01_recorte,recortada,AIM-P001-013,2,AIM-P010-563,0.5725,,
openclip,c01_recorte,recortada,AIM-P001-013,3,AIM-P012-696,0.5654,,
openclip,c01_recorte,recortada,AIM-P001-013,4,AIM-P012-675,0.5624,,
openclip,c01_recorte,recortada,AIM-P001-013,5,AIM-P004-240,0.534,,
openclip,c07_recorte,recortada,AIM-P001-003,1,AIM-P001-003,0.8796,Correcto,
openclip,c07_recorte,recortada,AIM-P001-003,2,AIM-P005-255,0.6443,,
openclip,c07_recorte,recortada,AIM-P001-003,3,AIM-P002-078,0.6439,,
openclip,c07_recorte,recortada,AIM-P001-003,4,AIM-P003-176,0.6421,,
openclip,c07_recorte,recortada,AIM-P001-003,5,AIM-P005-285,0.618,,
openclip,c08_recorte,recortada,AIM-P001-004,1,AIM-P001-004,0.9135,Correcto,
openclip,c08_recorte,recortada,AIM-P001-004,2,AIM-P014-822,0.5985,,
openclip,c08_recorte,recortada,AIM-P001-004,3,AIM-P015-852,0.5331,,
openclip,c08_recorte,recortada,AIM-P001-004,4,AIM-P013-727,0.5143,,
openclip,c08_recorte,recortada,AIM-P001-004,5,AIM-P004-214,0.4937,,
openclip,c09_recorte,recortada,AIM-P001-005,1,AIM-P001-005,0.8061,Correcto,
openclip,c09_recorte,recortada,AIM-P001-005,2,AIM-P012-696,0.5364,,
openclip,c09_recorte,recortada,AIM-P001-005,3,AIM-P003-150,0.5239,,
openclip,c09_recorte,recortada,AIM-P001-005,4,AIM-P011-620,0.5072,,
openclip,c09_recorte,recortada,AIM-P001-005,5,AIM-P003-158,0.5039,,
openclip,c10_recorte,recortada,AIM-P001-006,1,AIM-P001-006,0.9485,Correcto,
openclip,c10_recorte,recortada,AIM-P001-006,2,AIM-P014-791,0.749,,
openclip,c10_recorte,recortada,AIM-P001-006,3,AIM-P005-244,0.6791,,
openclip,c10_recorte,recortada,AIM-P001-006,4,AIM-P014-792,0.6786,,
openclip,c10_recorte,recortada,AIM-P001-006,5,AIM-P016-908,0.6759,,
openclip,c12_recorte,recortada,AIM-P001-008,1,AIM-P001-008,0.5842,Correcto,
openclip,c12_recorte,recortada,AIM-P001-008,2,AIM-P014-822,0.4962,,
openclip,c12_recorte,recortada,AIM-P001-008,3,AIM-P013-774,0.4517,,
openclip,c12_recorte,recortada,AIM-P001-008,4,AIM-P004-181,0.4486,,
openclip,c12_recorte,recortada,AIM-P001-008,5,AIM-P008-442,0.4435,,
openclip,c13_recorte,recortada,AIM-P001-009,1,AIM-P001-009,0.7055,Correcto,
openclip,c13_recorte,recortada,AIM-P001-009,2,AIM-P013-742,0.6087,,
openclip,c13_recorte,recortada,AIM-P001-009,3,AIM-P007-377,0.6063,,
openclip,c13_recorte,recortada,AIM-P001-009,4,AIM-P008-424,0.4866,,
openclip,c13_recorte,recortada,AIM-P001-009,5,AIM-P005-247,0.4802,,
openclip,c14_recorte,recortada,AIM-P001-010,1,AIM-P001-010,0.8614,Correcto,
openclip,c14_recorte,recortada,AIM-P001-010,2,AIM-P014-790,0.7058,,
openclip,c14_recorte,recortada,AIM-P001-010,3,AIM-P013-761,0.6868,,
openclip,c14_recorte,recortada,AIM-P001-010,4,AIM-P006-307,0.6602,,
openclip,c14_recorte,recortada,AIM-P001-010,5,AIM-P004-215,0.6554,,
openclip,c15_recorte,recortada,AIM-P001-011,1,AIM-P001-011,0.8918,Correcto,
openclip,c15_recorte,recortada,AIM-P001-011,2,AIM-P017-981,0.6688,,
openclip,c15_recorte,recortada,AIM-P001-011,3,AIM-P015-865,0.6634,,
openclip,c15_recorte,recortada,AIM-P001-011,4,AIM-P002-089,0.6412,,
openclip,c15_recorte,recortada,AIM-P001-011,5,AIM-P009-510,0.6081,,
openclip,c16_recorte,recortada,AIM-P001-012,1,AIM-P001-012,0.8461,Correcto,
openclip,c16_recorte,recortada,AIM-P001-012,2,AIM-P010-575,0.5987,,
openclip,c16_recorte,recortada,AIM-P001-012,3,AIM-P006-309,0.5749,,
openclip,c16_recorte,recortada,AIM-P001-012,4,AIM-P015-857,0.5675,,
openclip,c16_recorte,recortada,AIM-P001-012,5,AIM-P015-872,0.5474,,
openclip,c02_sin_marco,sin_marco,AIM-P001-014,1,AIM-P001-014,1.0,Correcto,
openclip,c02_sin_marco,sin_marco,AIM-P001-014,2,AIM-P013-777,0.5413,,
openclip,c02_sin_marco,sin_marco,AIM-P001-014,3,AIM-P008-422,0.5295,,
openclip,c02_sin_marco,sin_marco,AIM-P001-014,4,AIM-P007-405,0.5284,,
openclip,c02_sin_marco,sin_marco,AIM-P001-014,5,AIM-P003-163,0.5132,,
openclip,c03_sin_marco,sin_marco,AIM-P001-015,1,AIM-P001-015,1.0,Correcto,
openclip,c03_sin_marco,sin_marco,AIM-P001-015,2,AIM-P001-020,0.8667,,
openclip,c03_sin_marco,sin_marco,AIM-P001-015,3,AIM-P014-806,0.8275,,
openclip,c03_sin_marco,sin_marco,AIM-P001-015,4,AIM-P017-994,0.8275,,
openclip,c03_sin_marco,sin_marco,AIM-P001-015,5,AIM-P001-022,0.8204,,
openclip,c05_sin_marco,sin_marco,AIM-P001-001,1,AIM-P001-001,1.0,Correcto,
openclip,c05_sin_marco,sin_marco,AIM-P001-001,2,AIM-P012-688,0.613,,
openclip,c05_sin_marco,sin_marco,AIM-P001-001,3,AIM-P008-434,0.6047,,
openclip,c05_sin_marco,sin_marco,AIM-P001-001,4,AIM-P002-088,0.6032,,
openclip,c05_sin_marco,sin_marco,AIM-P001-001,5,AIM-P011-642,0.5889,,
openclip,c06_sin_marco,sin_marco,AIM-P001-002,1,AIM-P001-002,1.0,Correcto,
openclip,c06_sin_marco,sin_marco,AIM-P001-002,2,AIM-P004-233,0.7115,,
openclip,c06_sin_marco,sin_marco,AIM-P001-002,3,AIM-P001-028,0.7056,,
openclip,c06_sin_marco,sin_marco,AIM-P001-002,4,AIM-P007-391,0.6842,,
openclip,c06_sin_marco,sin_marco,AIM-P001-002,5,AIM-P013-760,0.6818,,
openclip,c07_sin_marco,sin_marco,AIM-P001-003,1,AIM-P001-003,1.0,Correcto,
openclip,c07_sin_marco,sin_marco,AIM-P001-003,2,AIM-P007-413,0.6784,,
openclip,c07_sin_marco,sin_marco,AIM-P001-003,3,AIM-P002-078,0.6674,,
openclip,c07_sin_marco,sin_marco,AIM-P001-003,4,AIM-P010-581,0.6616,,
openclip,c07_sin_marco,sin_marco,AIM-P001-003,5,AIM-P003-176,0.638,,
openclip,c11_sin_marco,sin_marco,AIM-P001-007,1,AIM-P001-007,1.0,Correcto,
openclip,c11_sin_marco,sin_marco,AIM-P001-007,2,AIM-P004-233,0.6497,,
openclip,c11_sin_marco,sin_marco,AIM-P001-007,3,AIM-P008-423,0.6318,,
openclip,c11_sin_marco,sin_marco,AIM-P001-007,4,AIM-P008-426,0.6068,,
openclip,c11_sin_marco,sin_marco,AIM-P001-007,5,AIM-P017-966,0.6024,,
openclip,c12_sin_marco,sin_marco,AIM-P001-008,1,AIM-P001-008,1.0,Correcto,
openclip,c12_sin_marco,sin_marco,AIM-P001-008,2,AIM-P010-563,0.4868,,
openclip,c12_sin_marco,sin_marco,AIM-P001-008,3,AIM-P015-861,0.4832,,
openclip,c12_sin_marco,sin_marco,AIM-P001-008,4,AIM-P004-240,0.4746,,
openclip,c12_sin_marco,sin_marco,AIM-P001-008,5,AIM-P005-244,0.4622,,
openclip,c13_sin_marco,sin_marco,AIM-P001-009,1,AIM-P001-009,1.0,Correcto,
openclip,c13_sin_marco,sin_marco,AIM-P001-009,2,AIM-P013-742,0.737,,
openclip,c13_sin_marco,sin_marco,AIM-P001-009,3,AIM-P007-377,0.6837,,
openclip,c13_sin_marco,sin_marco,AIM-P001-009,4,AIM-P005-247,0.6357,,
openclip,c13_sin_marco,sin_marco,AIM-P001-009,5,AIM-P015-865,0.5893,,
openclip,c14_sin_marco,sin_marco,AIM-P001-010,1,AIM-P001-010,1.0,Correcto,
openclip,c14_sin_marco,sin_marco,AIM-P001-010,2,AIM-P014-790,0.753,,
openclip,c14_sin_marco,sin_marco,AIM-P001-010,3,AIM-P006-307,0.745,,
openclip,c14_sin_marco,sin_marco,AIM-P001-010,4,AIM-P013-761,0.7438,,
openclip,c14_sin_marco,sin_marco,AIM-P001-010,5,AIM-P007-385,0.7398,,
openclip,c16_sin_marco,sin_marco,AIM-P001-012,1,AIM-P001-012,1.0,Correcto,
openclip,c16_sin_marco,sin_marco,AIM-P001-012,2,AIM-P010-575,0.6584,,
openclip,c16_sin_marco,sin_marco,AIM-P001-012,3,AIM-P015-857,0.6562,,
openclip,c16_sin_marco,sin_marco,AIM-P001-012,4,AIM-P006-309,0.6265,,
openclip,c16_sin_marco,sin_marco,AIM-P001-012,5,AIM-P011-660,0.6253,,
siglip,c01_cuerpo,cuerpo,AIM-P001-013,1,AIM-P001-013,0.7672,Correcto,
siglip,c01_cuerpo,cuerpo,AIM-P001-013,2,AIM-P013-778,0.7015,,
siglip,c01_cuerpo,cuerpo,AIM-P001-013,3,AIM-P008-459,0.6876,,
siglip,c01_cuerpo,cuerpo,AIM-P001-013,4,AIM-P017-981,0.6853,,
siglip,c01_cuerpo,cuerpo,AIM-P001-013,5,AIM-P008-455,0.6808,,
siglip,c03_cuerpo,cuerpo,AIM-P001-015,1,AIM-P017-963,0.7373,,
siglip,c03_cuerpo,cuerpo,AIM-P001-015,2,AIM-P010-576,0.7302,,
siglip,c03_cuerpo,cuerpo,AIM-P001-015,3,AIM-P015-852,0.7242,,
siglip,c03_cuerpo,cuerpo,AIM-P001-015,4,AIM-P001-020,0.7108,,
siglip,c03_cuerpo,cuerpo,AIM-P001-015,5,AIM-P017-994,0.71,,
siglip,c04_cuerpo,cuerpo,AIM-P001-016,1,AIM-P001-016,0.6704,Correcto,
siglip,c04_cuerpo,cuerpo,AIM-P001-016,2,AIM-P005-265,0.6412,,
siglip,c04_cuerpo,cuerpo,AIM-P001-016,3,AIM-P010-599,0.6325,,
siglip,c04_cuerpo,cuerpo,AIM-P001-016,4,AIM-P004-211,0.6129,,
siglip,c04_cuerpo,cuerpo,AIM-P001-016,5,AIM-P012-683,0.5903,,
siglip,c06_cuerpo,cuerpo,AIM-P001-002,1,AIM-P001-002,0.7367,Correcto,
siglip,c06_cuerpo,cuerpo,AIM-P001-002,2,AIM-P013-778,0.6776,,
siglip,c06_cuerpo,cuerpo,AIM-P001-002,3,AIM-P009-515,0.6641,,
siglip,c06_cuerpo,cuerpo,AIM-P001-002,4,AIM-P003-132,0.6615,,
siglip,c06_cuerpo,cuerpo,AIM-P001-002,5,AIM-P001-059,0.6574,,
siglip,c09_cuerpo,cuerpo,AIM-P001-005,1,AIM-P001-005,0.6123,Correcto,
siglip,c09_cuerpo,cuerpo,AIM-P001-005,2,AIM-P013-726,0.6095,,
siglip,c09_cuerpo,cuerpo,AIM-P001-005,3,AIM-P006-357,0.6032,,
siglip,c09_cuerpo,cuerpo,AIM-P001-005,4,AIM-P001-013,0.6025,,
siglip,c09_cuerpo,cuerpo,AIM-P001-005,5,AIM-P013-778,0.6023,,
siglip,c10_cuerpo,cuerpo,AIM-P001-006,1,AIM-P001-006,0.7196,Correcto,
siglip,c10_cuerpo,cuerpo,AIM-P001-006,2,AIM-P008-455,0.6298,,
siglip,c10_cuerpo,cuerpo,AIM-P001-006,3,AIM-P014-815,0.6199,,
siglip,c10_cuerpo,cuerpo,AIM-P001-006,4,AIM-P015-852,0.6011,,
siglip,c10_cuerpo,cuerpo,AIM-P001-006,5,AIM-P017-963,0.6002,,
siglip,c11_cuerpo,cuerpo,AIM-P001-007,1,AIM-P008-455,0.7029,,
siglip,c11_cuerpo,cuerpo,AIM-P001-007,2,AIM-P006-357,0.6754,,
siglip,c11_cuerpo,cuerpo,AIM-P001-007,3,AIM-P002-090,0.6627,,
siglip,c11_cuerpo,cuerpo,AIM-P001-007,4,AIM-P013-778,0.6604,,
siglip,c11_cuerpo,cuerpo,AIM-P001-007,5,AIM-P001-013,0.6598,,
siglip,c12_cuerpo,cuerpo,AIM-P001-008,1,AIM-P016-930,0.6543,,
siglip,c12_cuerpo,cuerpo,AIM-P001-008,2,AIM-P017-981,0.6543,,
siglip,c12_cuerpo,cuerpo,AIM-P001-008,3,AIM-P016-944,0.6482,,
siglip,c12_cuerpo,cuerpo,AIM-P001-008,4,AIM-P015-885,0.6443,,
siglip,c12_cuerpo,cuerpo,AIM-P001-008,5,AIM-P009-515,0.6413,,
siglip,c13_cuerpo,cuerpo,AIM-P001-009,1,AIM-P001-009,0.7043,Correcto,
siglip,c13_cuerpo,cuerpo,AIM-P001-009,2,AIM-P010-596,0.6398,,
siglip,c13_cuerpo,cuerpo,AIM-P001-009,3,AIM-P002-064,0.6281,,
siglip,c13_cuerpo,cuerpo,AIM-P001-009,4,AIM-P015-849,0.618,,
siglip,c13_cuerpo,cuerpo,AIM-P001-009,5,AIM-P015-865,0.6166,,
siglip,c15_cuerpo,cuerpo,AIM-P001-011,1,AIM-P001-011,0.7162,Correcto,
siglip,c15_cuerpo,cuerpo,AIM-P001-011,2,AIM-P006-357,0.6516,,
siglip,c15_cuerpo,cuerpo,AIM-P001-011,3,AIM-P007-391,0.6355,,
siglip,c15_cuerpo,cuerpo,AIM-P001-011,4,AIM-P013-778,0.6347,,
siglip,c15_cuerpo,cuerpo,AIM-P001-011,5,AIM-P007-402,0.6206,,
siglip,c02_exacto,exacta,AIM-P001-014,1,AIM-P001-014,0.8044,Correcto,
siglip,c02_exacto,exacta,AIM-P001-014,2,AIM-P007-420,0.6094,,
siglip,c02_exacto,exacta,AIM-P001-014,3,AIM-P014-826,0.5906,,
siglip,c02_exacto,exacta,AIM-P001-014,4,AIM-P003-163,0.5876,,
siglip,c02_exacto,exacta,AIM-P001-014,5,AIM-P006-332,0.5773,,
siglip,c03_exacto,exacta,AIM-P001-015,1,AIM-P001-015,0.7509,Correcto,
siglip,c03_exacto,exacta,AIM-P001-015,2,AIM-P014-806,0.6821,,
siglip,c03_exacto,exacta,AIM-P001-015,3,AIM-P017-994,0.6797,,
siglip,c03_exacto,exacta,AIM-P001-015,4,AIM-P013-730,0.6751,,
siglip,c03_exacto,exacta,AIM-P001-015,5,AIM-P001-026,0.6706,,
siglip,c06_exacto,exacta,AIM-P001-002,1,AIM-P001-002,0.7179,Correcto,
siglip,c06_exacto,exacta,AIM-P001-002,2,AIM-P016-917,0.654,,
siglip,c06_exacto,exacta,AIM-P001-002,3,AIM-P011-635,0.6461,,
siglip,c06_exacto,exacta,AIM-P001-002,4,AIM-P005-257,0.6359,,
siglip,c06_exacto,exacta,AIM-P001-002,5,AIM-P004-233,0.6241,,
siglip,c07_exacto,exacta,AIM-P001-003,1,AIM-P001-003,0.6095,Correcto,
siglip,c07_exacto,exacta,AIM-P001-003,2,AIM-P007-413,0.5725,,
siglip,c07_exacto,exacta,AIM-P001-003,3,AIM-P008-421,0.561,,
siglip,c07_exacto,exacta,AIM-P001-003,4,AIM-P007-415,0.5532,,
siglip,c07_exacto,exacta,AIM-P001-003,5,AIM-P005-285,0.55,,
siglip,c08_exacto,exacta,AIM-P001-004,1,AIM-P001-004,0.823,Correcto,
siglip,c08_exacto,exacta,AIM-P001-004,2,AIM-P014-822,0.6009,,
siglip,c08_exacto,exacta,AIM-P001-004,3,AIM-P012-676,0.5852,,
siglip,c08_exacto,exacta,AIM-P001-004,4,AIM-P013-774,0.5816,,
siglip,c08_exacto,exacta,AIM-P001-004,5,AIM-P004-181,0.5808,,
siglip,c09_exacto,exacta,AIM-P001-005,1,AIM-P001-005,0.7375,Correcto,
siglip,c09_exacto,exacta,AIM-P001-005,2,AIM-P012-704,0.599,,
siglip,c09_exacto,exacta,AIM-P001-005,3,AIM-P006-325,0.5779,,
siglip,c09_exacto,exacta,AIM-P001-005,4,AIM-P017-982,0.5777,,
siglip,c09_exacto,exacta,AIM-P001-005,5,AIM-P002-075,0.5734,,
siglip,c10_exacto,exacta,AIM-P001-006,1,AIM-P001-006,0.7532,Correcto,
siglip,c10_exacto,exacta,AIM-P001-006,2,AIM-P017-967,0.6926,,
siglip,c10_exacto,exacta,AIM-P001-006,3,AIM-P015-852,0.6891,,
siglip,c10_exacto,exacta,AIM-P001-006,4,AIM-P017-963,0.6873,,
siglip,c10_exacto,exacta,AIM-P001-006,5,AIM-P001-015,0.6751,,
siglip,c11_exacto,exacta,AIM-P001-007,1,AIM-P001-007,0.7679,Correcto,
siglip,c11_exacto,exacta,AIM-P001-007,2,AIM-P004-225,0.6687,,
siglip,c11_exacto,exacta,AIM-P001-007,3,AIM-P007-383,0.6424,,
siglip,c11_exacto,exacta,AIM-P001-007,4,AIM-P001-028,0.6423,,
siglip,c11_exacto,exacta,AIM-P001-007,5,AIM-P004-190,0.6401,,
siglip,c13_exacto,exacta,AIM-P001-009,1,AIM-P001-009,0.7685,Correcto,
siglip,c13_exacto,exacta,AIM-P001-009,2,AIM-P013-742,0.6251,,
siglip,c13_exacto,exacta,AIM-P001-009,3,AIM-P006-310,0.593,,
siglip,c13_exacto,exacta,AIM-P001-009,4,AIM-P016-951,0.5801,,
siglip,c13_exacto,exacta,AIM-P001-009,5,AIM-P007-377,0.5798,,
siglip,c15_exacto,exacta,AIM-P001-011,1,AIM-P001-011,0.7683,Correcto,
siglip,c15_exacto,exacta,AIM-P001-011,2,AIM-P017-967,0.6147,,
siglip,c15_exacto,exacta,AIM-P001-011,3,AIM-P004-190,0.6098,,
siglip,c15_exacto,exacta,AIM-P001-011,4,AIM-P001-013,0.6017,,
siglip,c15_exacto,exacta,AIM-P001-011,5,AIM-P001-047,0.5995,,
siglip,c01_recoloreado,recoloreada,AIM-P001-013,1,AIM-P001-013,0.8766,Correcto,
siglip,c01_recoloreado,recoloreada,AIM-P001-013,2,AIM-P003-180,0.789,,
siglip,c01_recoloreado,recoloreada,AIM-P001-013,3,AIM-P004-209,0.7874,,
siglip,c01_recoloreado,recoloreada,AIM-P001-013,4,AIM-P006-344,0.7801,,
siglip,c01_recoloreado,recoloreada,AIM-P001-013,5,AIM-P006-327,0.7775,,
siglip,c03_recoloreado,recoloreada,AIM-P001-015,1,AIM-P001-015,0.8949,Correcto,
siglip,c03_recoloreado,recoloreada,AIM-P001-015,2,AIM-P014-806,0.8827,,
siglip,c03_recoloreado,recoloreada,AIM-P001-015,3,AIM-P013-761,0.8767,,
siglip,c03_recoloreado,recoloreada,AIM-P001-015,4,AIM-P016-919,0.8556,,
siglip,c03_recoloreado,recoloreada,AIM-P001-015,5,AIM-P001-026,0.8546,,
siglip,c06_recoloreado,recoloreada,AIM-P001-002,1,AIM-P001-002,0.9394,Correcto,
siglip,c06_recoloreado,recoloreada,AIM-P001-002,2,AIM-P008-451,0.7948,,
siglip,c06_recoloreado,recoloreada,AIM-P001-002,3,AIM-P010-566,0.7835,,
siglip,c06_recoloreado,recoloreada,AIM-P001-002,4,AIM-P003-132,0.7808,,
siglip,c06_recoloreado,recoloreada,AIM-P001-002,5,AIM-P004-238,0.7773,,
siglip,c08_recoloreado,recoloreada,AIM-P001-004,1,AIM-P001-004,0.9121,Correcto,
siglip,c08_recoloreado,recoloreada,AIM-P001-004,2,AIM-P014-822,0.7092,,
siglip,c08_recoloreado,recoloreada,AIM-P001-004,3,AIM-P002-068,0.7003,,
siglip,c08_recoloreado,recoloreada,AIM-P001-004,4,AIM-P016-919,0.6657,,
siglip,c08_recoloreado,recoloreada,AIM-P001-004,5,AIM-P013-774,0.665,,
siglip,c10_recoloreado,recoloreada,AIM-P001-006,1,AIM-P007-391,0.7532,,
siglip,c10_recoloreado,recoloreada,AIM-P001-006,2,AIM-P008-455,0.752,,
siglip,c10_recoloreado,recoloreada,AIM-P001-006,3,AIM-P009-515,0.744,,
siglip,c10_recoloreado,recoloreada,AIM-P001-006,4,AIM-P005-264,0.7364,,
siglip,c10_recoloreado,recoloreada,AIM-P001-006,5,AIM-P015-872,0.7336,,
